,,,,,,,
,,,,,,,
,,,,,,,
Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS1601,Introduction to Asian Cultures,http://sydney.edu.au/courses/uos/ASNS1601
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS1602,Modernity in Asia,http://sydney.edu.au/courses/uos/ASNS1602
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2613,Chinese Thought,http://sydney.edu.au/courses/uos/ASNS2613
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2626,Religious Traditions of South Asia,http://sydney.edu.au/courses/uos/ASNS2626
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2632,Modern Japanese Social History,http://sydney.edu.au/courses/uos/ASNS2632
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2636,The Enigma of Japanese Power,http://sydney.edu.au/courses/uos/ASNS2636
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2641,Traditional Korea,http://sydney.edu.au/courses/uos/ASNS2641
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2642,Modern Korea,http://sydney.edu.au/courses/uos/ASNS2642
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2660,Islam~ Trade~ and Society-Arabia to SE Asia,http://sydney.edu.au/courses/uos/ASNS2660
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2663,Social Activism in Southeast Asia,http://sydney.edu.au/courses/uos/ASNS2663
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2665,Understanding Southeast Asia,http://sydney.edu.au/courses/uos/ASNS2665
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2670,Mass Media in East Asia,http://sydney.edu.au/courses/uos/ASNS2670
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS2672,Japan in East Asia from 1840 until Today,http://sydney.edu.au/courses/uos/ASNS2672
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS2677,Beyond the Geisha/Samurai Binary,http://sydney.edu.au/courses/uos/ASNS2677
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS3010,Tibetan Buddhism,http://sydney.edu.au/courses/uos/ASNS3010
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS3111,The Material Culture of Asia,http://sydney.edu.au/courses/uos/ASNS3111
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS3616,Japanese Cinema and Society,http://sydney.edu.au/courses/uos/ASNS3616
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 1,ASNS3618,Popular China,http://sydney.edu.au/courses/uos/ASNS3618
Arts and Social Sciences,Asian Studies,ASNS,UG,Semester 2,ASNS3690,Approaches to Research in Asian Studies,http://sydney.edu.au/courses/uos/ASNS3690
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 1,BBCL1001,Reading Bible: Narrative~ Law and Ritual,http://sydney.edu.au/courses/uos/BBCL1001
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 2,BBCL1002,Biblical Themes: Joshua to Kings,http://sydney.edu.au/courses/uos/BBCL1002
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 1,BBCL2607,Biblical Poetic Books,http://sydney.edu.au/courses/uos/BBCL2607
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 1,BBCL2609,Historical Jesus to Written Gospels,http://sydney.edu.au/courses/uos/BBCL2609
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 2,BBCL2610,The New Testament as Literature,http://sydney.edu.au/courses/uos/BBCL2610
Arts and Social Sciences,Biblical Studies,BBCL,UG,Semester 2,BBCL3602,Job~ Proverbs and Other Biblical Wisdom,http://sydney.edu.au/courses/uos/BBCL3602
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS1101,Chinese 1A (For Beginners),http://sydney.edu.au/courses/uos/CHNS1101
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS1102,Chinese 1B (For Beginners),http://sydney.edu.au/courses/uos/CHNS1102
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS1201,Chinese 1C (For Advanced Beginners),http://sydney.edu.au/courses/uos/CHNS1201
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS1202,Chinese 1D (For Advanced Beginners),http://sydney.edu.au/courses/uos/CHNS1202
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS1303,Chinese for Background Speakers 1,http://sydney.edu.au/courses/uos/CHNS1303
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS1304,Chinese for Background Speakers 2,http://sydney.edu.au/courses/uos/CHNS1304
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS1600,The Chinese Language~ Present and Past,http://sydney.edu.au/courses/uos/CHNS1600
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS1601,Understanding Contemporary China,http://sydney.edu.au/courses/uos/CHNS1601
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS2010,Buddhism and Chinese Culture,http://sydney.edu.au/courses/uos/CHNS2010
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS2601,Chinese 2A (Lower Intermediate),http://sydney.edu.au/courses/uos/CHNS2601
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS2602,Chinese 2B (Lower Intermediate),http://sydney.edu.au/courses/uos/CHNS2602
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS2611,Classical Chinese A,http://sydney.edu.au/courses/uos/CHNS2611
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS2612,Classical Chinese B,http://sydney.edu.au/courses/uos/CHNS2612
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS2614,Understanding News About China,http://sydney.edu.au/courses/uos/CHNS2614
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS2641,Reading Chinese Philosophy,http://sydney.edu.au/courses/uos/CHNS2641
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS3601,Chinese 3A (Upper Intermediate),http://sydney.edu.au/courses/uos/CHNS3601
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS3602,Chinese 3B (Upper Intermediate),http://sydney.edu.au/courses/uos/CHNS3602
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS3603,Chinese 4A (Advanced),http://sydney.edu.au/courses/uos/CHNS3603
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS3604,Chinese 4B (Advanced),http://sydney.edu.au/courses/uos/CHNS3604
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS3605,Chinese 5A (Upper Advanced),http://sydney.edu.au/courses/uos/CHNS3605
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS3606,Chinese Studies 5B (Higher Advanced),http://sydney.edu.au/courses/uos/CHNS3606
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS3607,Chinese Buddhist Texts,http://sydney.edu.au/courses/uos/CHNS3607
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS3610,Chinese Translation,http://sydney.edu.au/courses/uos/CHNS3610
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 1,CHNS3611,Chinese for Specific Purposes 1,http://sydney.edu.au/courses/uos/CHNS3611
Arts and Social Sciences,Chinese Language,CHNS,UG,Semester 2,CHNS3612,Chinese for Specific Purposes 2,http://sydney.edu.au/courses/uos/CHNS3612
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3621,Case Studies in Chinese Translation,http://sydney.edu.au/courses/uos/CHNS3621
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS3633,Lu Xun and China's Modern Literature,http://sydney.edu.au/courses/uos/CHNS3633
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3634,Gender in Modern Chinese Literature,http://sydney.edu.au/courses/uos/CHNS3634
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3639,Chinese Cinema,http://sydney.edu.au/courses/uos/CHNS3639
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3640,Readings in Traditional Chinese History,http://sydney.edu.au/courses/uos/CHNS3640
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS3645,Classical Chinese Prose,http://sydney.edu.au/courses/uos/CHNS3645
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3646,Classical Chinese Fiction,http://sydney.edu.au/courses/uos/CHNS3646
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS3647,Classical Chinese Poetry,http://sydney.edu.au/courses/uos/CHNS3647
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 1,CHNS3650,Advanced Chinese for Translation,http://sydney.edu.au/courses/uos/CHNS3650
Arts and Social Sciences,Chinese Studies,CHNS,UG,Semester 2,CHNS3680,Multilingualism in the Sinosphere,http://sydney.edu.au/courses/uos/CHNS3680
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 1,CLST2601,Defining the Celts,http://sydney.edu.au/courses/uos/CLST2601
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 2,CLST2605,Celts in History,http://sydney.edu.au/courses/uos/CLST2605
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 1,CLST2608,Modern Welsh Language and Culture 1,http://sydney.edu.au/courses/uos/CLST2608
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 1,CLST2613,Scottish Gaelic Language and Culture 1,http://sydney.edu.au/courses/uos/CLST2613
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 1,CLST2614,Otherworld Journeys in Celtic Literature,http://sydney.edu.au/courses/uos/CLST2614
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 2,CLST3614,Middle Welsh,http://sydney.edu.au/courses/uos/CLST3614
Arts and Social Sciences,Celtic Studies,CLST,UG,Semester 2,CLST3615,Old Irish,http://sydney.edu.au/courses/uos/CLST3615
Arts and Social Sciences,Econometrics,ECMT,UG,Both semesters,ECMT1010,Introduction to Economic Statistics,http://sydney.edu.au/courses/uos/ECMT1010
Arts and Social Sciences,Econometrics,ECMT,UG,Both semesters,ECMT1020,Introduction to Econometrics,http://sydney.edu.au/courses/uos/ECMT1020
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 2,ECMT2130,Financial Econometrics,http://sydney.edu.au/courses/uos/ECMT2130
Arts and Social Sciences,Econometrics,ECMT,UG,Both semesters,ECMT2150,Intermediate Econometrics,http://sydney.edu.au/courses/uos/ECMT2150
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 2,ECMT2160,Econometric Analysis,http://sydney.edu.au/courses/uos/ECMT2160
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 1,ECMT3110,Econometric Models and Methods,http://sydney.edu.au/courses/uos/ECMT3110
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 2,ECMT3120,Applied Econometrics,http://sydney.edu.au/courses/uos/ECMT3120
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 2,ECMT3130,Forecasting for Economics and Business,http://sydney.edu.au/courses/uos/ECMT3130
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 1,ECMT3150,The Econometrics of Financial Markets,http://sydney.edu.au/courses/uos/ECMT3150
Arts and Social Sciences,Econometrics,ECMT,UG,Semester 2,ECMT3170,Computational Econometrics,http://sydney.edu.au/courses/uos/ECMT3170
Arts and Social Sciences,Economics,ECON,UG,Both semesters,ECON1001,Introductory Microeconomics,http://sydney.edu.au/courses/uos/ECON1001
Arts and Social Sciences,Economics,ECON,UG,Both semesters,ECON1002,Introductory Macroeconomics,http://sydney.edu.au/courses/uos/ECON1002
Arts and Social Sciences,Economics,ECON,UG,Semester 1,ECON1003,Quantitative Methods in Economics,http://sydney.edu.au/courses/uos/ECON1003
Arts and Social Sciences,Economics,ECON,UG,Semester 2,ECON1005,The Australian Economy,http://sydney.edu.au/courses/uos/ECON1005
Arts and Social Sciences,Economics,ECON,UG,Semester 2,ECON1006,The Economics of Everything,http://sydney.edu.au/courses/uos/ECON1006
Arts and Social Sciences,Economics,ECON,UG,Semester 1,ECON1040,Principles of Economics,http://sydney.edu.au/courses/uos/ECON1040
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP1001,Economics as a Social Science,http://sydney.edu.au/courses/uos/ECOP1001
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP1003,International Economy and Finance,http://sydney.edu.au/courses/uos/ECOP1003
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP2011,Economic Theories of Modern Capitalism,http://sydney.edu.au/courses/uos/ECOP2011
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP2012,Social Foundations of Modern Capitalism,http://sydney.edu.au/courses/uos/ECOP2012
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP2612,Economic Policy in Global Context,http://sydney.edu.au/courses/uos/ECOP2612
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP2613,Political Economy of Global Capitalism,http://sydney.edu.au/courses/uos/ECOP2613
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP2616,Inequality and Distribution,http://sydney.edu.au/courses/uos/ECOP2616
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP2618,Neoliberalism: Theory~ Practice~ Crisis,http://sydney.edu.au/courses/uos/ECOP2618
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP2619,Development in Emerging Economies,http://sydney.edu.au/courses/uos/ECOP2619
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP3015,Political Economy of the Environment,http://sydney.edu.au/courses/uos/ECOP3015
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP3017,Human Rights in Development,http://sydney.edu.au/courses/uos/ECOP3017
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP3019,Finance: Volatility and Regulation,http://sydney.edu.au/courses/uos/ECOP3019
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP3601,Cyclical Fluctuations,http://sydney.edu.au/courses/uos/ECOP3601
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 1,ECOP3911,Theories in Political Economy,http://sydney.edu.au/courses/uos/ECOP3911
Arts and Social Sciences,Political Economy,ECOP,UG,Semester 2,ECOP3912,Research in Political Economy,http://sydney.edu.au/courses/uos/ECOP3912
Arts and Social Sciences,Economics,ECOS,UG,Both semesters,ECOS2001,Intermediate Microeconomics,http://sydney.edu.au/courses/uos/ECOS2001
Arts and Social Sciences,Economics,ECOS,UG,Both semesters,ECOS2002,Intermediate Macroeconomics,http://sydney.edu.au/courses/uos/ECOS2002
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS2004,Money and Banking,http://sydney.edu.au/courses/uos/ECOS2004
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS2025,East Asian Economies,http://sydney.edu.au/courses/uos/ECOS2025
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS2201,Economics of Competition and Strategy,http://sydney.edu.au/courses/uos/ECOS2201
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS2903,Mathematical Economics A,http://sydney.edu.au/courses/uos/ECOS2903
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3002,Development Economics,http://sydney.edu.au/courses/uos/ECOS3002
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3003,Hierarchies~ Incentives & Firm Structure,http://sydney.edu.au/courses/uos/ECOS3003
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3004,History of Economic Thought,http://sydney.edu.au/courses/uos/ECOS3004
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3005,Industrial Organisation,http://sydney.edu.au/courses/uos/ECOS3005
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3006,International Trade,http://sydney.edu.au/courses/uos/ECOS3006
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3007,International Macroeconomics,http://sydney.edu.au/courses/uos/ECOS3007
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3008,Labour Economics,http://sydney.edu.au/courses/uos/ECOS3008
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3010,Monetary Economics,http://sydney.edu.au/courses/uos/ECOS3010
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3011,Public Finance,http://sydney.edu.au/courses/uos/ECOS3011
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3012,Strategic Behaviour,http://sydney.edu.au/courses/uos/ECOS3012
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3013,Environmental Economics,http://sydney.edu.au/courses/uos/ECOS3013
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3016,Experimental and Behavioural Economics,http://sydney.edu.au/courses/uos/ECOS3016
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3017,Health Economics,http://sydney.edu.au/courses/uos/ECOS3017
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3021,Business Cycles and Asset Markets,http://sydney.edu.au/courses/uos/ECOS3021
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3022,The Economics of Financial Markets,http://sydney.edu.au/courses/uos/ECOS3022
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3023,Personnel Economics,http://sydney.edu.au/courses/uos/ECOS3023
Arts and Social Sciences,Economics,ECOS,UG,Semester 1,ECOS3024,Economic History,http://sydney.edu.au/courses/uos/ECOS3024
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3025,The Economics of Regulation,http://sydney.edu.au/courses/uos/ECOS3025
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3026,Economics of Crime,http://sydney.edu.au/courses/uos/ECOS3026
Arts and Social Sciences,Economics,ECOS,UG,Semester 2,ECOS3027,Economics of the Family,http://sydney.edu.au/courses/uos/ECOS3027
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL1002,Narratives of Romance and Adventure,http://sydney.edu.au/courses/uos/ENGL1002
Arts and Social Sciences,English,ENGL,UG,Semester 1,ENGL1007,Language~ Texts and Time,http://sydney.edu.au/courses/uos/ENGL1007
Arts and Social Sciences,English,ENGL,UG,Semester 2,ENGL1011,Introduction to Film Studies,http://sydney.edu.au/courses/uos/ENGL1011
